,Apr-25 (mb),2991603593,3005992431,3019858340,3037885950,3051482952,3073819737,3088209048,3102831898,3117565686,3132275148,3146908306
USER 138,1833.8975,2258.9775,2032.1777,2346.9102,3367.1914,3608.0068,1998.4336,1980.6748,1759.4111,1370.5732,1302.5869,1135.1426
USER 139,1662.9961,1001.9756,2446.0195,2288.873,2450.377,2278.4648,2207.7998,2436.4648,2174.4707,2386.502,2571.5576,1732.502
USER 140,14725.874,15531.3164,16459.2637,11927.333,18416.0771,23388.0625,25611.4326,13871.666,17414.6074,10943.1475,14107.3184,19290.7285
USER 141,10240,10240,9519.3477,,,,,,,,,
USER 142,3514.8799,3372.0137,1719.0498,678.1104,611.6699,1306.9307,1009.2578,4922.459,1862.3623,1932.6777,2304.9424,3628.6592
USER 143,2646.9658,3038.8037,4434.6973,11428.5918,6782.6289,5900.7783,6345.7393,6183.3232,6222.3555,4245.8457,3625.04,1935.1895
USER 144,1670.2031,1183.377,2234.3369,2148.1377,1527.5566,1694.3848,3142.3369,2536.4951,2646.6611,1631.4648,1622.2334,2011.4785
USER 145,5969.2773,4281.416,2562.5723,5273.6836,2967.5381,5436.3047,3728.9229,3992.2031,6513.2734,5020.4893,5827.1523,3098.5254
USER 146,2627.7627,2683.3887,4909.9209,9073.9717,6630.9014,10041.6953,5758.7051,6079.5225,4471.1416,889.5869,3777.1807,3706.0391
USER 147,0.1924,1485.1621,1324.9229,9712.8467,3907.2695,6.8115,,,,,,
USER 148,,1698.6104,4646.9219,10240.2334,8600.5918,8469.0381,8812.8408,10240,4027.1797,6628.3213,1061.7188,10240.0156
USER 149,5299.3271,8925.584,9895.9688,4674.2783,6796.2715,7527.8057,5154.8115,4719.3174,8348.4014,4262.1338,9362.8691,8111
USER 150,2609.7744,3399.9434,7725.1328,6654.2812,5102.5322,5262.3672,7666.5518,3512.2617,7777.4014,4816.0332,2894.4375,5026.9287
USER 151,8070.0938,10771.7246,18190.8604,15854.7402,20199.4395,12686.7959,12098.2988,10227.0996,9852.1865,7495.7646,6722.7178,8320.1426
USER 152,13383.1504,12142.2197,15178.2119,3886.2021,2868.417,3891.7285,11903.5918,14184.1211,16870.2207,9459.5928,14306.3145,8635.3428
USER 153,2055.1943,992.0938,648.7061,730.9531,515.4951,570.8477,344.1104,568.1299,396.502,252.207,5130.4688,5421.7793
